,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
1226,1257,"['28', '35']",168530,10.831,2014-01-17,6.2,1277,67,Ride Along,25000000.0,134202565.0,153733800.0,128733800,614.9352,"['Action', 'Comedy']",Action,Comedy,,,,,
1227,1258,"['35', '10402', '10749', '18']",198277,10.828,2014-07-11,7.2,2089,91,Begin Again,8000000.0,16170632.0,68838736.0,60838736,860.4842,"['Comedy', 'Music', 'Romance', 'Drama']",Comedy,Music,Romance,Drama,,,
1228,1259,"['35', '37']",188161,10.816,2014-05-30,5.8,2219,48,A Million Ways To Die In The West,40000000.0,42720965.0,86778557.0,46778557,216.9463925,"['Comedy', 'Western']",Comedy,Western,,,,,
1229,1260,['18'],284293,10.747,2014-12-05,7.5,1946,92,Still Alice,5000000.0,18656400.0,41699612.0,36699612,833.99224,['Drama'],Drama,,,,,,
1230,1261,"['12', '35']",9671,10.642,1986-09-26,6.3,917,27,Crocodile Dundee,8800000.0,174803506.0,328203506.0,319403506,3729.585295454545,"['Adventure', 'Comedy']",Adventure,Comedy,,,,,
1231,1262,['35'],232672,10.613,2014-05-23,6.7,1709,90,Blended,45000000.0,46290741.0,127990741.0,82990741,284.4238688888889,['Comedy'],Comedy,,,,,,
1232,1263,"['27', '53']",256274,10.613,2014-08-29,6.2,1321,84,"As Above, So Below",5000000.0,21222315.0,41824066.0,36824066,836.4813200000001,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1233,1264,['18'],200505,10.581,2014-04-11,6.6,460,36,Draft Day,25000000.0,28842237.0,29847480.0,4847480,119.38992,['Drama'],Drama,,,,,,
1234,1265,"['16', '35', '10751', '12']",227783,10.501,2014-01-17,5.6,529,72,The Nut Job,30000000.0,64251538.0,122529966.0,92529966,408.43322000000006,"['Animation', 'Comedy', 'Family', 'Adventure']",Animation,Comedy,Family,Adventure,,,
1235,1266,['18'],244772,10.341,2014-09-12,6.7,394,36,The Skeleton Twins,1000000.0,5284309.0,5797192.0,4797192,579.7192,['Drama'],Drama,,,,,,
1236,1267,['53'],157849,10.267,2014-07-25,6.5,784,76,A Most Wanted Man,15000000.0,17237855.0,36068890.0,21068890,240.45926666666668,['Thriller'],Thriller,,,,,,
1237,1268,"['28', '18', '9648', '53']",8834,10.151,1997-08-08,6.5,707,73,Conspiracy Theory,80000000.0,76118990.0,142783718.0,62783718,178.4796475,"['Action', 'Drama', 'Mystery', 'Thriller']",Action,Drama,Mystery,Thriller,,,
1239,1270,['18'],228970,10.098,2014-12-05,7.0,1454,33,Wild,15000000.0,37880356.0,52460543.0,37460543,349.73695333333336,['Drama'],Drama,,,,,,
1240,1271,['18'],371464,1.045,2016-01-24,6.4,28,33,Wild,15000000.0,37880356.0,52460543.0,37460543,349.73695333333336,['Drama'],Drama,,,,,,
1241,1272,"['53', '80', '18', '9648']",245916,10.062,2014-10-10,6.6,507,51,Kill The Messenger,5000000.0,2450846.0,6656705.0,1656705,133.13410000000002,"['Thriller', 'Crime', 'Drama', 'Mystery']",Thriller,Crime,Drama,Mystery,,,
1242,1273,"['12', '28']",270938,10.059,2014-09-05,5.8,126,54,Falcon Rising,4500000.0,11774.0,11774.0,-4488226,0.2616444444444444,"['Adventure', 'Action']",Adventure,Action,,,,,
1243,1274,"['53', '878']",242095,10.032,2014-06-13,5.9,901,26,The Signal,4000000.0,600896.0,2665322.0,-1334678,66.63305000000001,"['Thriller', 'ScienceFiction']",Thriller,ScienceFiction,,,,,
1244,1276,"['37', '18']",259611,9.723,2014-09-05,6.3,80,63,Frontera,2300000.0,59696.0,59696.0,-2240304,2.595478260869565,"['Western', 'Drama']",Western,Drama,,,,,
1245,1277,['18'],236751,9.718,2014-04-16,6.2,363,46,Heaven Is For Real,12000000.0,91386097.0,100916299.0,88916299,840.9691583333334,['Drama'],Drama,,,,,,
1246,1278,"['18', '35']",239678,9.681,2014-09-19,6.6,695,57,This Is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320,206.4816,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1247,1279,"['18', '36', '10749']",887,9.647,1946-12-25,7.8,243,78,The Best Years Of Our Lives,2100000.0,23600000.0,23600000.0,21500000,1123.8095238095236,"['Drama', 'History', 'Romance']",Drama,History,Romance,,,,
1248,1280,"['18', '36']",127560,9.582,2014-04-11,6.9,408,33,The Railway Man,18000000.0,4438438.0,23910210.0,5910210,132.83450000000002,"['Drama', 'History']",Drama,History,,,,,
1249,1281,"['36', '18']",273895,9.541,2014-12-25,7.5,1354,25,Selma,20000000.0,52076908.0,66776576.0,46776576,333.88288,"['History', 'Drama']",History,Drama,,,,,
1250,1282,['35'],209403,9.516,2014-03-14,6.4,451,44,Bad Words,10000000.0,7779614.0,7843145.0,-2156855,78.43145,['Comedy'],Comedy,,,,,,
1251,1283,"['27', '53']",227348,9.446,2014-01-03,5.3,752,70,Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0,85904854,1818.09708,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1252,1284,"['53', '28', '18']",327833,9.362,2014-11-07,5.6,96,19,Skin Trade,9000000.0,1242.0,1242.0,-8998758,0.0138,"['Thriller', 'Action', 'Drama']",Thriller,Action,Drama,,,,
1253,1285,"['28', '80', '18']",254473,9.194,2014-04-25,5.9,909,69,Brick Mansions,28000000.0,20396829.0,73421224.0,45421224,262.2186571428571,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,
1254,1286,"['18', '9648', '53']",271185,9.193,2014-04-19,5.6,246,33,Ask Me Anything,950000.0,0.0,0.0,-950000,0.0,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,
1255,1287,"['10749', '35']",286554,9.191,2014-09-26,6.5,1241,60,Two Night Stand,1600000.0,15600.0,868081.0,-731919,54.2550625,"['Romance', 'Comedy']",Romance,Comedy,,,,,
1256,1288,"['18', '53']",210479,9.128,2014-04-25,6.9,1370,37,Locke,2000000.0,1370646.0,2088390.0,88390,104.4195,"['Drama', 'Thriller']",Drama,Thriller,,,,,
1257,1289,"['35', '12', '80', '10751']",145220,9.118,2014-03-21,6.2,473,20,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,24312301,144.20418363636364,"['Comedy', 'Adventure', 'Crime', 'Family']",Comedy,Adventure,Crime,Family,,,
1258,1290,"['53', '18']",297596,9.064,2014-12-04,4.6,174,85,Dying Of The Light,5000000.0,0.0,74639.0,-4925361,1.49278,"['Thriller', 'Drama']",Thriller,Drama,,,,,
1259,1291,['18'],222649,9.019,2014-11-07,6.7,121,74,Rosewater,10000000.0,3128941.0,3185717.0,-6814283,31.85717,['Drama'],Drama,,,,,,
1260,1292,"['28', '53']",216282,8.884,2014-08-08,5.8,1169,40,Into The Storm,50000000.0,47602194.0,150429371.0,100429371,300.858742,"['Action', 'Thriller']",Action,Thriller,,,,,
1261,1293,['35'],301748,8.832,2014-11-08,4.1,20,48,The Opposite Sex,3300000.0,0.0,50206.0,-3249794,1.5213939393939395,['Comedy'],Comedy,,,,,,
1262,1294,"['53', '80', '18']",284536,8.807,2014-12-25,5.8,783,25,The Gambler,25000000.0,33680992.0,38718031.0,13718031,154.872124,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,
1263,1295,"['18', '10749']",226857,8.776,2014-02-14,6.8,990,82,Endless Love,20000000.0,23438250.0,34718173.0,14718173,173.590865,"['Drama', 'Romance']",Drama,Romance,,,,,
1264,1296,"['18', '878']",227156,8.687000000000001,2014-08-11,6.5,3075,2,The Giver,25000000.0,45090374.0,66540205.0,41540205,266.16082,"['Drama', 'ScienceFiction']",Drama,ScienceFiction,,,,,
1265,1297,"['35', '27', '18', '53']",246403,8.655,2014-09-19,5.3,601,28,Tusk,3000000.0,1821983.0,1887554.0,-1112446,62.91846666666666,"['Comedy', 'Horror', 'Drama', 'Thriller']",Comedy,Horror,Drama,Thriller,,,
1266,1298,"['35', '10749']",225565,8.649,2014-01-31,6.1,1759,78,That Awkward Moment,8000000.0,26068955.0,53068955.0,45068955,663.3619375000001,"['Comedy', 'Romance']",Comedy,Romance,,,,,
1267,1299,"['27', '28']",290555,8.627,2014-11-14,5.8,151,51,Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666,"['Horror', 'Action']",Horror,Action,,,,,
1268,1300,['18'],345909,4.27,2016-10-25,5.8,22,51,Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666,['Drama'],Drama,,,,,,
1269,1301,"['16', '878']",192577,8.623,2014-08-01,6.5,596,11,Space Pirate Captain Harlock,30000000.0,0.0,310985.0,-29689015,1.0366166666666663,"['Animation', 'ScienceFiction']",Animation,ScienceFiction,,,,,
1270,1302,"['18', '10749']",239571,8.622,2014-10-17,7.3,1512,42,The Best Of Me,26000000.0,26766213.0,41059418.0,15059418,157.92083846153847,"['Drama', 'Romance']",Drama,Romance,,,,,
1271,1303,['18'],157847,8.57,2014-04-11,6.6,514,30,Joe,4000000.0,373375.0,373375.0,-3626625,9.334375,['Drama'],Drama,,,,,,
1272,1304,"['35', '10749']",222899,8.465,2014-02-14,6.0,312,58,About Last Night,13000000.0,48637684.0,50445860.0,37445860,388.0450769230769,"['Comedy', 'Romance']",Comedy,Romance,,,,,
1273,1305,"['878', '18']",244267,8.459,2014-07-18,7.6,1814,70,I Origins,1000000.0,336472.0,852399.0,-147601,85.2399,"['ScienceFiction', 'Drama']",ScienceFiction,Drama,,,,,
1274,1306,"['27', '35', '53']",253306,8.455,2014-10-17,6.6,505,7,Housebound,1500000.0,0.0,236863.0,-1263137,15.790866666666666,"['Horror', 'Comedy', 'Thriller']",Horror,Comedy,Thriller,,,,
1275,1307,"['18', '53']",235271,8.295,2014-10-10,5.3,103,96,Addicted,5000000.0,17390770.0,17499242.0,12499242,349.98484,"['Drama', 'Thriller']",Drama,Thriller,,,,,
1276,1308,['18'],235260,8.289,2014-02-28,6.4,123,11,Son Of God,22000000.0,59700064.0,70949793.0,48949793,322.4990590909091,['Drama'],Drama,,,,,,
1277,1309,['18'],228194,8.26,2014-08-08,7.3,785,13,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,72270488,428.5022181818181,['Drama'],Drama,,,,,,
1278,1310,"['35', '10749']",184098,8.25,2014-06-20,6.3,319,36,Think Like A Man Too,24000000.0,65028687.0,70027933.0,46027933,291.78305416666666,"['Comedy', 'Romance']",Comedy,Romance,,,,,
1279,1311,"['35', '18', '10749']",253235,8.235,2014-07-25,5.9,264,14,And So It Goes,18000000.0,15160801.0,17920013.0,-79987,99.55562777777776,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
1280,1312,"['35', '10749']",248774,8.232000000000001,2014-06-06,6.7,256,41,Obvious Child,1000000.0,3122616.0,3324070.0,2324070,332.407,"['Comedy', 'Romance']",Comedy,Romance,,,,,
1281,1313,"['37', '18']",264656,8.232000000000001,2014-08-29,6.5,389,70,The Homesman,16000000.0,2429989.0,8217571.0,-7782429,51.35981875,"['Western', 'Drama']",Western,Drama,,,,,
1282,1314,['18'],253331,8.05,2015-01-30,6.8,193,80,Black Or White,9000000.0,21571189.0,21971021.0,12971021,244.12245555555555,['Drama'],Drama,,,,,,
1283,1315,"['10402', '18', '35']",244403,8.03,2014-10-17,7.4,149,78,Rudderless,5000000.0,56001.0,567219.0,-4432781,11.34438,"['Music', 'Drama', 'Comedy']",Music,Drama,Comedy,,,,
1284,1316,"['35', '18', '9648']",252512,8.022,2015-04-17,5.9,609,45,While We'Re Young,10000000.0,7582065.0,17503828.0,7503828,175.03828,"['Comedy', 'Drama', 'Mystery']",Comedy,Drama,Mystery,,,,
1285,1317,"['36', '18']",245700,7.883999999999999,2014-12-19,6.5,301,18,Mr. Turner,14000000.0,3958546.0,25187026.0,11187026,179.90732857142856,"['History', 'Drama']",History,Drama,,,,,
1286,1318,['35'],250349,7.874,2014-09-14,5.8,383,32,Barbecue,10000000.0,388.0,247565.0,-9752435,2.47565,['Comedy'],Comedy,,,,,,
1287,1319,['99'],438467,0.7759999999999999,2017-03-10,7.5,13,32,Barbecue,10000000.0,388.0,247565.0,-9752435,2.47565,['Documentary'],Documentary,,,,,,
1288,1320,"['18', '35']",231576,7.845,2014-01-18,6.6,440,61,Wish I Was Here,6000000.0,3591299.0,6591365.0,591365,109.85608333333334,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1289,1321,"['35', '18', '80']",177494,7.821000000000001,2014-03-14,6.7,699,63,Veronica Mars,6000000.0,3322127.0,3485383.0,-2514617,58.08971666666667,"['Comedy', 'Drama', 'Crime']",Comedy,Drama,Crime,,,,
1290,1322,['18'],198185,7.771,2014-05-16,6.8,353,17,Million Dollar Arm,25000000.0,36447959.0,39217912.0,14217912,156.871648,['Drama'],Drama,,,,,,
1291,1323,"['10749', '18']",241771,7.717,2014-11-14,7.0,238,16,Beyond The Lights,7000000.0,14618727.0,14618727.0,7618727,208.83895714285717,"['Romance', 'Drama']",Romance,Drama,,,,,
1292,1324,['18'],209274,7.568,2014-05-02,7.3,455,3,Ida,2600000.0,3827060.0,15298355.0,12698355,588.3982692307693,['Drama'],Drama,,,,,,
1293,1325,"['16', '35', '18', '10751']",293299,7.51,2014-11-07,8.0,578,60,Feast,3200000.0,56131.0,690872.0,-2509128,21.58975,"['Animation', 'Comedy', 'Drama', 'Family']",Animation,Comedy,Drama,Family,,,
1294,1326,"['35', '18']",114750,7.455,2014-10-17,6.1,296,51,Dear White People,1250000.0,4404154.0,5403771.0,4153771,432.30168,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1295,1327,['18'],230266,7.422999999999999,2014-10-09,5.8,77,33,Miss Julie,5500000.0,0.0,863895.0,-4636105,15.707181818181818,['Drama'],Drama,,,,,,
1296,1328,"['10751', '18']",227735,7.403,2014-09-12,6.7,173,12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,21824533,160.62370277777777,"['Family', 'Drama']",Family,Drama,,,,,
1297,1329,['35'],180296,7.353,2014-06-27,5.5,226,58,They Came Together,3000000.0,0.0,82780.0,-2917220,2.7593333333333336,['Comedy'],Comedy,,,,,,
1298,1330,"['12', '18', '10751']",157841,7.285,2014-10-26,6.7,389,82,The Young And Prodigious T.S. Spivet,33000000.0,176847.0,357687.0,-32642313,1.0839,"['Adventure', 'Drama', 'Family']",Adventure,Drama,Family,,,,
1299,1331,"['35', '80', '18']",192134,7.254,2014-04-03,5.8,302,52,Dom Hemingway,7000000.0,523511.0,1857458.0,-5142542,26.535114285714283,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,
1300,1332,"['10751', '12', '878']",238603,7.189,2014-07-02,5.7,377,62,Earth To Echo,13000000.0,38934842.0,42174545.0,29174545,324.41957692307693,"['Family', 'Adventure', 'ScienceFiction']",Family,Adventure,ScienceFiction,,,,
1301,1333,['35'],300706,7.157,2014-12-23,5.6,96,93,Let'S Kill Ward'S Wife,5000000.0,0.0,0.0,-5000000,0.0,['Comedy'],Comedy,,,,,,
1302,1334,"['28', '18', '53']",256740,7.042999999999999,2014-03-04,5.5,52,31,Wicked Blood,3500000.0,0.0,0.0,-3500000,0.0,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,
1303,1335,"['28', '35', '80']",256092,6.957000000000001,2014-10-03,4.0,94,54,Drive Hard,12000000.0,0.0,0.0,-12000000,0.0,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,
1304,1336,"['35', '27']",184345,6.948,2014-04-18,5.5,597,89,A Haunted House 2,4000000.0,17329487.0,21206861.0,17206861,530.171525,"['Comedy', 'Horror']",Comedy,Horror,,,,,
1305,1337,"['10402', '18']",209451,6.933,2014-06-20,6.9,380,43,Jersey Boys,40000000.0,47047013.0,65282732.0,25282732,163.20683,"['Music', 'Drama']",Music,Drama,,,,,
1306,1338,"['10751', '35']",218778,6.783,2014-10-10,6.2,817,44,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",28000000.0,66954149.0,101379287.0,73379287,362.0688821428572,"['Family', 'Comedy']",Family,Comedy,,,,,
1307,1339,"['10751', '14', '16', '12']",202575,6.781000000000001,2014-07-25,6.3,196,68,Thunder And The House Of Magic,34000000.0,4091.0,62582520.0,28582520,184.0662352941177,"['Family', 'Fantasy', 'Animation', 'Adventure']",Family,Fantasy,Animation,Adventure,,,
1308,1340,['53'],283384,6.605,2014-08-05,5.7,110,43,The Calling,2500000.0,0.0,0.0,-2500000,0.0,['Thriller'],Thriller,,,,,,
1309,1341,"['18', '10402']",192133,6.461,2014-05-31,5.5,96,66,Jimi: All Is By My Side,5000000.0,340911.0,927074.0,-4072926,18.54148,"['Drama', 'Music']",Drama,Music,,,,,
1310,1342,"['18', '35']",284296,6.322,2014-12-12,6.3,281,80,Top Five,12000000.0,25317379.0,26001741.0,14001741,216.681175,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1311,1343,"['18', '10402']",239566,6.287999999999999,2014-08-01,6.7,251,35,Get On Up,30000000.0,30569935.0,33339868.0,3339868,111.13289333333334,"['Drama', 'Music']",Drama,Music,,,,,
1312,1344,"['35', '10751', '10749', '18']",268171,6.2410000000000005,2014-03-07,6.2,48,24,Elsa & Fred,10000000.0,67657.0,197901.0,-9802099,1.97901,"['Comedy', 'Family', 'Romance', 'Drama']",Comedy,Family,Romance,Drama,,,
1313,1345,['18'],244783,6.206,2015-01-23,5.6,126,87,Song One,6000000.0,32251.0,437089.0,-5562911,7.284816666666667,['Drama'],Drama,,,,,,
1314,1346,"['80', '35']",253272,6.1610000000000005,2014-03-10,6.4,77,100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,"['Crime', 'Comedy']",Crime,Comedy,,,,,
1315,1347,"['80', '18', '53']",504172,33.83,2018-12-14,6.5,1584,100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1316,1348,['18'],232679,6.08,2014-08-22,6.6,185,50,When The Game Stands Tall,15000000.0,30127963.0,30138912.0,15138912,200.92608,['Drama'],Drama,,,,,,
1317,1349,"['10749', '18']",215211,6.058,2014-06-06,6.0,352,8,Grace Of Monaco,30000000.0,0.0,25199891.0,-4800109,83.99963666666666,"['Romance', 'Drama']",Romance,Drama,,,,,
1318,1350,"['28', '12', '18', '14']",252360,5.988,2014-03-11,3.5,31,30,In The Name Of The King Iii,3500000.0,0.0,0.0,-3500000,0.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Action,Adventure,Drama,Fantasy,,,
1319,1351,"['35', '18']",160068,5.925,2014-01-23,6.5,83,91,Gloria,30000000.0,4167493.0,4967493.0,-25032507,16.558310000000002,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1320,1352,['27'],79316,5.893,2014-01-17,4.5,303,14,Devil'S Due,7000000.0,15821461.0,36146087.0,29146087,516.3726714285715,['Horror'],Horror,,,,,,
1321,1353,"['18', '10749']",191714,5.888,2014-02-28,7.3,350,42,The Lunchbox,1700000.0,4231500.0,12231500.0,10531500,719.5,"['Drama', 'Romance']",Drama,Romance,,,,,
1322,1354,['27'],287524,5.861000000000001,2014-10-31,4.2,63,19,Fear Clinic,1000000.0,0.0,0.0,-1000000,0.0,['Horror'],Horror,,,,,,
1323,1355,"['53', '27']",289416,5.781000000000001,2014-10-28,4.6,78,80,Grace,5000000.0,8297.0,8297.0,-4991703,0.1659399999999999,"['Thriller', 'Horror']",Thriller,Horror,,,,,
1326,1358,"['35', '18']",244534,5.767,2014-06-26,5.1,95,4,Happy Christmas,70000.0,30312.0,30312.0,-39688,43.30285714285714,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1327,1359,"['18', '10749']",214086,5.519,2014-03-07,6.1,68,29,The Face Of Love,4000000.0,385069.0,1158877.0,-2841123,28.971925,"['Drama', 'Romance']",Drama,Romance,,,,,
1328,1360,"['18', '35']",242083,5.5120000000000005,2014-01-21,5.0,36,88,Hits,1000000.0,15156.0,15156.0,-984844,1.5155999999999998,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1329,1361,['99'],295799,5.445,2014-10-09,7.6,71,23,Iris,5500000.0,5580479.0,5580479.0,80479,101.46325454545456,['Documentary'],Documentary,,,,,,
1330,1362,"['18', '10751']",259943,5.348,2014-10-10,7.3,76,72,Coming Home,3000000.0,32653000.0,32653000.0,29653000,1088.4333333333334,"['Drama', 'Family']",Drama,Family,,,,,
1331,1363,"['28', '18', '53']",256687,5.232,2014-04-20,5.1,44,42,Swelter,8000000.0,0.0,44197.0,-7955803,0.5524625,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,
1332,1364,"['10749', '35']",319389,4.775,2014-04-24,5.0,44,33,Lovesick,10100000.0,10143618.0,10143618.0,43618,100.43186138613862,"['Romance', 'Comedy']",Romance,Comedy,,,,,
1333,1365,['18'],251994,4.659,2014-03-14,5.2,48,90,Reach Me,5000000.0,0.0,0.0,-5000000,0.0,['Drama'],Drama,,,,,,
1334,1366,['53'],256347,4.48,2014-05-09,5.2,64,51,Not Safe For Work,2500000.0,0.0,0.0,-2500000,0.0,['Thriller'],Thriller,,,,,,
1335,1367,"['28', '18']",182873,4.478,2014-09-05,5.4,57,44,Green Street Hooligans: Underground,8000000.0,0.0,0.0,-8000000,0.0,"['Action', 'Drama']",Action,Drama,,,,,
1336,1368,"['878', '10770']",285135,4.18,2014-08-16,3.8,49,21,Zodiac,85000000.0,33080084.0,83080084.0,-1919916,97.74127529411764,"['ScienceFiction', 'TVMovie']",ScienceFiction,TVMovie,,,,,
1337,1369,"['28', '53']",242166,3.879,2014-03-12,4.5,33,27,Red Sky,25000000.0,0.0,91116.0,-24908884,0.364464,"['Action', 'Thriller']",Action,Thriller,,,,,
1338,1370,"['18', '35', '10749']",160564,3.705,2014-06-27,5.5,42,99,Under The Rainbow,20000000.0,18826490.0,18826490.0,-1173510,94.13245,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,
1340,1372,"['9648', '18', '53']",206197,3.314,2015-04-10,6.4,51,94,The Sisterhood Of Night,1000000.0,6870.0,6870.0,-993130,0.687,"['Mystery', 'Drama', 'Thriller']",Mystery,Drama,Thriller,,,,
1342,1374,"['35', '18']",197583,2.852,2014-03-21,6.2,25,93,50 To 1,10000000.0,1069454.0,1069454.0,-8930546,10.69454,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1346,1378,"['53', '35', '10749', '18']",278316,2.607,2014-06-22,4.6,33,56,Da Sweet Blood Of Jesus,1250000.0,0.0,0.0,-1250000,0.0,"['Thriller', 'Comedy', 'Romance', 'Drama']",Thriller,Comedy,Romance,Drama,,,
1347,1379,"['9648', '53']",260947,2.403,2014-04-04,4.5,21,68,Something Wicked,3000000.0,0.0,0.0,-3000000,0.0,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,
1348,1380,['99'],250745,2.309,2014-11-14,6.7,25,83,Happy Valley,250000.0,67665.0,67665.0,-182335,27.066000000000003,['Documentary'],Documentary,,,,,,
1349,1381,['35'],292483,2.246,2014-09-23,4.2,50,69,Not Cool,800000.0,35688.0,35688.0,-764312,4.460999999999999,['Comedy'],Comedy,,,,,,
1350,1382,['18'],253253,2.232,2014-05-15,6.1,14,34,Animals,5500000.0,0.0,0.0,-5500000,0.0,['Drama'],Drama,,,,,,
1351,1384,"['10749', '18']",258755,2.222,2014-10-29,7.8,46,14,Hidden Away,1000000.0,0.0,0.0,-1000000,0.0,"['Romance', 'Drama']",Romance,Drama,,,,,
1352,1385,['18'],295588,2.213,2014-10-24,6.5,31,64,23 Blast,1000000.0,549185.0,549185.0,-450815,54.9185,['Drama'],Drama,,,,,,
